id,weight,destinationHubId,priority
PKG-007798,478.33,WH-052,LOW
PKG-007799,98.30,WH-095,STANDARD
PKG-007800,336.39,WH-071,LOW
PKG-007801,360.62, WH-028 ,URGENT
PKG-007802,27.38,WH-024,URGENT
PKG-007803,292.74,WH-005,STANDARD
PKG-007804,253.61,WH-012, STANDARD 
PKG-007805,186.23,WH-099,URGENT
pkg-007806,340.13,WH-046,URGENT
PKG-007807,195.27,WH-018,,
PKG-007808,332.74,WH-093,URGENT
PKG-007809,281.19,WH-073,STANDARD
PKG-007810,97.31,WH-098,URGENT
PKG-007811,333.75,WH-074,URGENT
PKG-007812,131.60,WH-037,LOW
PKG-007813,206.61,WH-028,STANDARD
PKG-007814,407.58,WH-094, LOW 
PKG-007815,131.37,WH-035,LOW
PKG-007816,257.99, WH-062 ,URGENT
PKG-007817,220.44,WH-095,STANDARD
PKG-007818,323.24,WH-081, LOW 
pkg-007819,112.28,WH-041, LOW 
PKG-007820,357.38,WH-052,URGENT
PKG-007821,70.28,WH-092,STANDARD
,323.78,wh-081,LOW
PKG-007823,20.40,WH-055,STANDARD
 PKG-007824 ,127.30,WH-020,URGENT
PKG-007825,N/A,WH-046,STANDARD
PKG-007826,407.32,WH-017,STANDARD
PKG-007827,481.37,WH-047, LOW 
PKG-007828,237.41,WH-081,URGENT
PKG-007829,450.82,WH-005,STANDARD
PKG-007830,315.80,WH-039,STANDARD
 PKG-007831 ,337.19,WH-008,URGENT
pkg-007832,71.29,WH-020,STANDARD
PKG-007833,496.61,WH-030,URGENT
PKG-007834,385.79,WH-041,LOW
 PKG-007835 ,,WH-040,STANDARD
PKG-007836,353.86,WH-083,STANDARD
PKG-007837,132.03,WH-011,STANDARD
PKG-007838,413.06,WH-019,NONE
PKG-007839,46.35,WH-048,STANDARD
PKG-007840,385.76,WH-044,LOW
PKG-007841,184.60,WH-072,LOW
PKG-007842,42.86,WH-079,URGENT
PKG-007843,359.22,wh-030,VIP
PKG-007844,397.64,WH-059,low
PKG-007845,163.64,WH-033,STANDARD
PKG-007846,454.99,WH-084,LOW
PKG-007847,92.35,WH-078,urgent
PKG-007848,26.21,WH-033, LOW 

PKG-007849,,WH-014,URGENT
 PKG-007850 ,68.77,WH-043,LOW
PKG-007851,315.96,WH-039,LOW
PKG-007852,81.15,,STANDARD
PKG-007853,461.90,WH-081,LOW
PKG-007854,452.02,WH-057,URGENT
PKG-007855,454.68,WH-093,NONE
PKG-007856, 182.97092501083665 ,WH-087,STANDARD
 PKG-007857 ,50.67,WH-049,URGENT
 PKG-007858 ,65.23,WH-056,URGENT
PKG-007859,350.38,WH-083,LOW,
PKG-007860,301.51,WH-042,LOW
PKG-007861,399.37,WH-027,URGENT
PKG-007862,37.55,WH-089,LOW
PKG-007863,69.92,WH-010,LOW
PKG-007864,148.49, WH-018 ,LOW
PKG-007865,null,WH-004,STANDARD
PKG-007866,274.42,WH-016, LOW 
PKG-007867,302.09,WH-009,URGENT
PKG-007868,376.40,WH-068,LOW
PKG-007869,459.34,WH-080,URGENT
PKG-007870,78.41,WH-078,URGENT
pkg-007871,254.70,WH-085,URGENT
PKG-007872,305.64,WH-002,STANDARD
PKG-007873,167.76,WH-070,LOW
PKG-007874,262.34,WH-056,urgent
PKG-007875,153.81,WH-079, STANDARD 
PKG-007876,245.75,WH-031,STANDARD
PKG-007877,457.77,WH-013,STANDARD
PKG-007878,82.18,WH-015,LOW
PKG-007879,241.81,WH-057,urgent
PKG-007880,,WH-058,URGENT

PKG-007881,303.42404754290965kg,WH-039,STANDARD
PKG-007882,272.78,WH-082,CRITICAL
PKG-007883,66.02,WH-066,LOW
PKG-007884,166.44,WH-027,STANDARD
PKG-007885,170.77,WH-076,URGENT
PKG-007886,155.77,WH-084,LOW
 PKG-007887 ,432.40,WH-036,LOW
PKG-007888, 57.361739513591225 ,WH-063,LOW
PKG-007889,215.45,WH-090,URGENT
,215.34,WH-036,LOW
PKG-007891, 353.12263464920295 , WH-046 ,URGENT
PKG-007892,356.04,WH-025,urgent
PKG-007893,278.22,WH-042,LOW
PKG-007894,162.50,WH-025,URGENT
PKG-007895,165.83,WH-018,URGENT
PKG-007896,150.97,WH-057,URGENT
PKG-007897,356.32,WH-041,URGENT
PKG-007898,340.64,WH-020,NONE
PKG-007899,325.84,WH-011,LOW
PKG-007900,428.57,WH-072,STANDARD
PKG-007901,387.67,WH-027,CRITICAL
PKG-007902,41.22,WH-056,URGENT
PKG-007903,1.06,WH-071,STANDARD
PKG-007904,31.76,WH-079,LOW
PKG-007905,447.17,WH-078,STANDARD
PKG-007906,211.68,WH-021,STANDARD
PKG-007907,5.40,WH-059
PKG-007908,185.06,WH-068,STANDARD
 PKG-007909 ,56.05,WH-020,URGENT
PKG-007910,63.52,WH-056,URGENT
 PKG-007911 ,278.63,WH-014,NONE
PKG-007912,88.99,WH-100,STANDARD
PKG-007913,36.18,wh-094,STANDARD
PKG-007914,69.95,WH-004,LOW
PKG-007915,358.48416187687536kg,WH-043,LOW
PKG-007916,329.12,WH-017, LOW 
pkg-007917,444.70,WH-051,STANDARD
PKG-007918,34.02, WH-002 ,urgent
pkg-007919,211.35,WH-034,LOW
PKG-007920,356.96,wh-028,URGENT
PKG-007921,246.30, WH-095 ,URGENT
PKG-007922,65.18,WH-036,LOW
PKG-007923,196.35,WH-070
PKG-007924,447.95,WH-039, LOW 
PKG-007925,321.41,WH-031, LOW 
PKG-007926,314.68,WH-035,LOW
PKG-007927,456.24,WH-028,LOW
PKG-007928,null,wh-005,STANDARD
PKG-007929,231.89,WH-020,LOW
PKG-007930,131.23,WH-039,URGENT
PKG-007931,456.78,wh-053,STANDARD
PKG-007932,344.62,WH-037,STANDARD
pkg-007933,63.09,,URGENT
PKG-007934,467.33,WH-074,LOW
PKG-007935,59.74,WH-100,LOW
PKG-007936,147.78,WH-073,URGENT
PKG-007937,441.98,wh-033,urgent
PKG-007938,236.89,WH-057,STANDARD
 PKG-007939 ,77.37,WH-088,STANDARD
PKG-007940,382.01,WH-029,URGENT
PKG-007941,257.70,WH-051,URGENT
PKG-007942,352.50,WH-026,LOW
 PKG-007943 ,237.05, WH-092 ,STANDARD
PKG-007944,246.80,WH-025
PKG-007945,364.85,WH-026,STANDARD
PKG-007946,155.27,,STANDARD
PKG-007947,,WH-011,LOW
 PKG-007948 ,386.04,WH-088,STANDARD
PKG-007949,218.29,WH-036,URGENT
PKG-007950,199.01,WH-064,LOW
PKG-007951,377.19,WH-078,STANDARD
PKG-007952,134.24,WH-029,STANDARD
PKG-007953,238.93,WH-093, URGENT 
PKG-007954,177.27,WH-054,LOW
,336.41,WH-071,URGENT
PKG-007956,391.35,WH-081,STANDARD
PKG-007957,242.43,wh-067,STANDARD
PKG-007958,139.96,WH-024,STANDARD
PKG-007959,,WH-034,LOW
 PKG-007960 ,347.50,WH-002,LOW
PKG-007961,198.16,WH-044,URGENT
PKG-007962,216.17,WH-024,URGENT
PKG-007963,270.16,WH-021, STANDARD 
PKG-007964,281.69,WH-094,STANDARD
PKG-007965,361.35,WH-069,LOW
PKG-007966,283.19,WH-056,LOW
PKG-007967,80.79,WH-010,STANDARD
PKG-007968,null, WH-031 , URGENT 
PKG-007969,129.45,WH-082,URGENT
PKG-007970,17.84,WH-020,urgent
PKG-007971,405.36,WH-006,URGENT
PKG-007972,283.59,WH-070,CRITICAL
PKG-007973,144.30,WH-060,URGENT
PKG-007974,190.39,WH-063,LOW
PKG-007975,95.87,WH-054,LOW
PKG-007976,155.87,WH-074,STANDARD
PKG-007977,236.58,WH-016,LOW
PKG-007978,66.94,WH-015
PKG-007979,442.91,WH-072,LOW
pkg-007980,234.16,WH-028,LOW
 PKG-007981 ,322.37,WH-063,URGENT
PKG-007982,346.26,WH-019,STANDARD
PKG-007983,241.46,WH-003,URGENT
PKG-007984,254.84,WH-046, URGENT 
PKG-007985,294.06,WH-080,
PKG-007986,278.94,wh-009,URGENT
 PKG-007987 ,236.57,WH-046,LOW
PKG-007988,89.05,WH-029,STANDARD
PKG-007989,238.59,WH-049,
pkg-007990,201.43,WH-059,LOW
pkg-007991,246.66,WH-021,URGENT
PKG-007992,116.43,WH-096,LOW
PKG-007993,206.32,WH-063,LOW
PKG-007994,274.36,WH-079,URGENT
 PKG-007995 ,270.90,,CRITICAL
PKG-007996,226.81,WH-010,STANDARD
PKG-007997,263.93,WH-009,STANDARD
PKG-007998,72.33,WH-018,LOW
PKG-007999,265.42,WH-079,low
pkg-008000,368.33,WH-012,LOW
PKG-008001,131.30,WH-100,LOW
PKG-008002,378.47,WH-076,VIP
 PKG-008003 ,113.28,WH-001,STANDARD
PKG-008004,467.33,WH-081,CRITICAL
PKG-008005,241.95,WH-055,STANDARD
PKG-008006,449.41,WH-009,URGENT
PKG-008007,209.98,WH-092,LOW
PKG-008008,187.31,wh-019,STANDARD
PKG-008009,479.80, WH-002 ,URGENT
PKG-008010,438.56,WH-025,URGENT
PKG-008011,158.71,WH-007,STANDARD
PKG-008012,468.09,WH-059,CRITICAL
PKG-008013,479.16,WH-057,LOW
 PKG-008014 ,218.56,WH-043,STANDARD
PKG-008015,409.13,wh-047,URGENT
PKG-008016,492.01,WH-071,URGENT
PKG-008017,432.81,WH-064,LOW
PKG-008018,50.00,WH-035,LOW
PKG-008019,465.93,WH-009,STANDARD
PKG-008020,156.26,WH-060,LOW
PKG-008021,325.82,WH-047,LOW

PKG-008022,43.66,WH-080,LOW
PKG-008023,223.80,WH-081,LOW
PKG-008024,491.09,WH-033,LOW
PKG-008025,,WH-006,STANDARD
PKG-008026,468.83,WH-014,URGENT
PKG-008027,470.54,WH-003,STANDARD
 PKG-008028 ,93.47,WH-034, STANDARD 
PKG-008029,352.52,wh-003,STANDARD
PKG-008030,449.13,WH-029,STANDARD
pkg-008031,127.80,WH-013, EXPRESS 
PKG-008032,124.40,WH-055,URGENT
PKG-008033,198.40,WH-011,LOW
PKG-008034,77.28,wh-024,LOW

PKG-008035,425.13,WH-065,urgent
PKG-008036,355.59,WH-032,LOW
 PKG-008037 ,490.98,WH-085,URGENT
PKG-008038,446.54,WH-029,LOW
PKG-008039,395.20,wh-037,CRITICAL
pkg-008040,212.55,WH-085,STANDARD
PKG-008041,425.19,WH-010,STANDARD
PKG-008042,76.65984992990037kg,WH-030,CRITICAL
PKG-008043,401.62,WH-066,LOW,
PKG-008044,308.07,WH-084,STANDARD
PKG-008045,432.95,WH-057,STANDARD
PKG-008046,218.80,WH-052,LOW
PKG-008047,191.54,WH-002,URGENT
PKG-008048,120.81,WH-060
PKG-008049,103.42,,LOW
PKG-008050,230.59,WH-004,STANDARD
PKG-008051,200.86,WH-050,LOW
PKG-008052,48.71,WH-029,URGENT
PKG-008053,103.75, WH-003 ,URGENT
PKG-008054,194.71,WH-003,URGENT

PKG-008055,132.3155324472267kg,WH-065,URGENT
PKG-008056,121.85,WH-090,LOW
PKG-008057,124.18,WH-073,EXPRESS
PKG-008058,229.02,WH-075,LOW
PKG-008059,287.64,WH-066,STANDARD
PKG-008060,null,WH-023,STANDARD
PKG-008061,300.67,WH-009,URGENT
PKG-008062,180.42,WH-015,URGENT
PKG-008063,367.29,WH-034,STANDARD
PKG-008064,134.35,,LOW
pkg-008065,498.35,WH-037, STANDARD 
PKG-008066,29.88,wh-012, LOW 
PKG-008067,114.57,WH-034,STANDARD
PKG-008068,150.47835717949255kg,WH-019,LOW
PKG-008069,54.37,WH-036,LOW
PKG-008070,76.77,WH-010,URGENT
pkg-008071,71.61,WH-048,LOW
 PKG-008072 ,127.39,WH-090,
PKG-008073,140.58,WH-092, LOW 
PKG-008074,320.80,WH-004,URGENT
PKG-008075,324.10,WH-096,LOW,
PKG-008076,342.52998520168313kg,WH-039,STANDARD
PKG-008077,145.12,WH-019,LOW
PKG-008078,284.24,WH-040,STANDARD
PKG-008079,21.75,WH-044,LOW
PKG-008080,148.12,WH-064,LOW
PKG-008081,380.88934964921424kg,WH-028,STANDARD
PKG-008082,329.94,WH-030,STANDARD
PKG-008083,287.58,WH-002, URGENT 
PKG-008084,199.17551411450478kg,WH-032,STANDARD
PKG-008085,138.94,WH-073,STANDARD
PKG-008086,125.62,WH-091,LOW
pkg-008087,474.46, WH-066 ,LOW
PKG-008088,231.60,WH-077,LOW
PKG-008089,244.00,WH-009,URGENT
PKG-008090,210.40,WH-007,LOW
PKG-008091,null,WH-051,
pkg-008092,48.84,,URGENT
PKG-008093,11.434502276294412kg,WH-039,STANDARD
 PKG-008094 ,239.76490990538062kg,WH-062,LOW
PKG-008095,188.41,WH-080, URGENT 
 PKG-008096 ,323.19,WH-068,URGENT,
PKG-008097,443.84,WH-023,URGENT
PKG-008098,487.43,WH-049,STANDARD
PKG-008099,278.35,WH-006,URGENT
PKG-008100,348.52,WH-058,STANDARD
PKG-008101,3.07,WH-070,STANDARD
PKG-008102,77.22,WH-003,STANDARD
PKG-008103,null,WH-087,URGENT
PKG-008104,439.01,WH-036,URGENT
PKG-008105,40.43,WH-073,URGENT
PKG-008106,56.31,WH-012, LOW 
PKG-008107, 170.06331367777545 ,WH-047,NONE
PKG-008108,305.10,WH-011, URGENT 
PKG-008109,425.48,WH-040,URGENT
PKG-008110,289.42,WH-092,urgent
PKG-008111,181.50,wh-090,URGENT,
PKG-008112,435.84,WH-099
PKG-008113,457.04,WH-076,LOW
PKG-008114,272.47,WH-088,LOW
PKG-008115,166.26,WH-065,STANDARD,
PKG-008116,370.82,WH-040,
PKG-008117,295.63,WH-067,LOW
PKG-008118,411.55,WH-029,LOW
PKG-008119,474.43,WH-095,URGENT

PKG-008120,297.83,WH-093,LOW
PKG-008121,343.76,WH-086,CRITICAL
PKG-008122,133.49,WH-077,STANDARD
PKG-008123,135.15,WH-012,URGENT
pkg-008124,402.68,WH-043,STANDARD
PKG-008125,null,WH-026,URGENT
PKG-008126,306.22,WH-093,STANDARD
pkg-008127,70.08,wh-016,URGENT
PKG-008128,323.73,WH-029,LOW
PKG-008129,398.64,WH-057,LOW
PKG-008130,28.50, WH-043 , STANDARD 
PKG-008131,293.74,WH-074,STANDARD
PKG-008132,492.82,WH-058,URGENT
PKG-008133,18.09,WH-082,STANDARD,
PKG-008134,462.52,WH-080,STANDARD
PKG-008135,, WH-052 ,URGENT
PKG-008136,40.76,WH-070,STANDARD

PKG-008137,261.75,WH-070,LOW
pkg-008138,273.96,WH-056,STANDARD
PKG-008139,403.06,WH-037,STANDARD
 PKG-008140 ,260.41,WH-071,LOW
PKG-008141,382.22,WH-023, URGENT 
PKG-008142,146.61,WH-066,URGENT
PKG-008143,54.69,WH-082,LOW
PKG-008144,310.77180762349286kg,WH-058,LOW
pkg-008145,37.57,WH-030,STANDARD
PKG-008146,143.59,WH-023,LOW
PKG-008147,144.90,WH-065,LOW
PKG-008148,107.05,WH-045,STANDARD
PKG-008149,489.08,wh-088,URGENT
PKG-008150, 201.89471075386922 ,WH-001,EXPRESS
PKG-008151,215.14,WH-001,STANDARD
PKG-008152,59.16,WH-063,STANDARD
PKG-008153,27.65,,URGENT
PKG-008154,306.94,WH-092, LOW 
PKG-008155,170.50,WH-074,STANDARD
PKG-008156,392.31,WH-051,URGENT
PKG-008157,78.29,WH-042,LOW
PKG-008158,436.49,WH-006,URGENT
PKG-008159,425.38,WH-035,STANDARD
PKG-008160,468.63,WH-022,STANDARD
PKG-008161,40.93,WH-020,URGENT
pkg-008162,83.13,WH-099,STANDARD
PKG-008163,80.36,WH-001,LOW

PKG-008164,null,WH-029,VIP
PKG-008165,476.15,wh-032,URGENT
PKG-008166,472.48,WH-056,NONE
PKG-008167,146.03,WH-009,STANDARD
pkg-008168,315.96,WH-035,LOW
PKG-008169,192.46,WH-083,LOW
PKG-008170,252.23, WH-015 ,STANDARD
PKG-008171,121.09,WH-022, LOW 
PKG-008172,382.64,wh-082,STANDARD
PKG-008173,315.93,WH-050,URGENT
 PKG-008174 ,393.25,WH-071,VIP
PKG-008175,322.91,WH-058,STANDARD
PKG-008176,182.76750221957195kg,WH-067,STANDARD
PKG-008177,N/A,WH-079,LOW
PKG-008178,89.44,WH-079,STANDARD
PKG-008179,290.76,WH-044, STANDARD 
PKG-008180,351.85,,LOW
PKG-008181,401.70, WH-086 ,urgent
PKG-008182,423.23,WH-029,LOW
PKG-008183,205.21,,URGENT
PKG-008184,243.96,WH-002,STANDARD
PKG-008185, 468.0491854334496 ,WH-003,LOW
PKG-008186,189.94,WH-047,LOW
PKG-008187,389.79,WH-091,CRITICAL
PKG-008188,293.41,WH-035, URGENT 
PKG-008189,455.50,WH-035,STANDARD
PKG-008190,316.79,,LOW
PKG-008191,206.92,WH-092,LOW
PKG-008192,null,,LOW
PKG-008193,230.97,WH-093,STANDARD
PKG-008194,335.03, WH-002 ,STANDARD
PKG-008195,241.67,WH-075,URGENT
PKG-008196,293.51,WH-014,LOW
PKG-008197,211.64,WH-051,URGENT
PKG-008198,358.77,WH-068,LOW
PKG-008199,153.97,WH-090,LOW
PKG-008200,16.09, WH-061 ,URGENT
PKG-008201,340.17,WH-096,URGENT
PKG-008202,114.59,WH-031,LOW
PKG-008203,323.74,WH-075,URGENT
PKG-008204,477.36,WH-091,LOW
PKG-008205,394.14,WH-006,STANDARD
PKG-008206,47.12,WH-009,URGENT
PKG-008207,77.67,WH-075,LOW
PKG-008208,77.08,WH-065,LOW
PKG-008209,482.25, WH-090 ,standard
PKG-008210,28.44,WH-032, LOW 
PKG-008211,11.95,WH-074,LOW
 PKG-008212 , 495.8810287507828 ,,STANDARD
PKG-008213,376.83,WH-076,STANDARD
PKG-008214,381.89, WH-075 , STANDARD 
pkg-008215,119.22,WH-061,urgent
PKG-008216,75.08, WH-018 
PKG-008217,491.25,WH-030,LOW
pkg-008218,366.37,WH-056,URGENT
PKG-008219,248.25,WH-075,LOW
PKG-008220,153.15,,URGENT
PKG-008221,34.08,WH-039,STANDARD
PKG-008222,434.26,WH-087,LOW
PKG-008223,4.32,WH-050,URGENT
PKG-008224,346.43,,URGENT
PKG-008225,449.51,WH-036,STANDARD
PKG-008226,409.04,WH-048,URGENT
PKG-008227,372.37,WH-093,LOW
PKG-008228,62.03,WH-011,LOW,
PKG-008229,15.85,WH-003,LOW
PKG-008230,null,wh-016,STANDARD
PKG-008231,314.07,WH-072,LOW
PKG-008232,null,WH-094,standard,
PKG-008233,362.64,WH-016,STANDARD
 PKG-008234 ,70.81,WH-038, STANDARD 
PKG-008235,190.57,WH-038,URGENT
PKG-008236,210.08,wh-088,urgent
PKG-008237,122.57,WH-083,LOW
PKG-008238,275.30,WH-098,STANDARD
PKG-008239,273.64,WH-049,low
PKG-008240,478.92,WH-081,URGENT
PKG-008241,277.73,WH-081,STANDARD
pkg-008242,446.77,WH-007, STANDARD 
PKG-008243,54.82,WH-023,LOW
PKG-008244,395.79,WH-031,LOW
PKG-008245,342.06,WH-053,LOW
PKG-008246,402.02,WH-089, URGENT 
PKG-008247,null,WH-048,STANDARD
PKG-008248,95.88,WH-066,URGENT
PKG-008249,416.68, WH-060 ,LOW
PKG-008250,436.50,WH-086,LOW
pkg-008251,313.55,WH-033,urgent
pkg-008252,474.35,WH-095,STANDARD
PKG-008253,191.01,WH-098,LOW
PKG-008254,226.21, WH-082 ,LOW
PKG-008255,300.70,WH-048,URGENT
PKG-008256,400.58,WH-078,STANDARD
PKG-008257,175.53,WH-036,LOW
PKG-008258,448.53,WH-078,STANDARD
PKG-008259,207.14,WH-047,STANDARD
PKG-008260,184.35,WH-100,URGENT
PKG-008261,487.74958366280754kg,WH-016,URGENT
PKG-008262,251.09,WH-093,low
PKG-008263,188.88,WH-044,LOW
PKG-008264, 432.16278064875513 ,WH-049,STANDARD
PKG-008265,361.54, WH-086 ,STANDARD,
PKG-008266,271.46,WH-073,URGENT
PKG-008267,24.29,WH-059,URGENT
PKG-008268,200.56,WH-067,LOW
PKG-008269,490.40,wh-039,NONE
PKG-008270,305.19,WH-035,LOW
PKG-008271,426.62,WH-047,LOW
PKG-008272,81.27,WH-007,STANDARD
PKG-008273,78.37, WH-065 ,LOW
PKG-008274,108.55,WH-018,URGENT
PKG-008275,228.29,WH-040,urgent
PKG-008276,85.35,WH-096,URGENT
PKG-008277,47.31,WH-012
PKG-008278,257.50,WH-077,STANDARD
PKG-008279,232.48,WH-045,EXPRESS
PKG-008280,321.14,WH-026,URGENT
PKG-008281,428.86,WH-091,URGENT
PKG-008282,375.08,WH-071,STANDARD
PKG-008283,300.25,WH-068,LOW
PKG-008284,467.87,WH-045,STANDARD
PKG-008285,404.95,WH-047,STANDARD
PKG-008286,21.40,WH-100,LOW
PKG-008287,422.58,WH-075,STANDARD
PKG-008288,480.77,WH-018,URGENT
PKG-008289,454.80,,URGENT
PKG-008290,99.13,WH-055,URGENT
PKG-008291,154.79, WH-040 ,LOW
PKG-008292,379.23,WH-043,LOW
PKG-008293,null, WH-034 ,LOW
PKG-008294,210.55,WH-049,LOW
pkg-008295,313.04,WH-046,STANDARD
 PKG-008296 ,368.19,WH-013,STANDARD
PKG-008297,0.34,WH-075,STANDARD
PKG-008298,481.82,WH-003,URGENT
PKG-008299,68.86,WH-045,URGENT
PKG-008300,103.73,WH-012,URGENT
PKG-008301,286.02,WH-038,STANDARD

PKG-008302,67.80,WH-056,LOW
PKG-008303,447.01,WH-085,LOW

PKG-008304,18.52,WH-039,STANDARD
PKG-008305,423.81,WH-010,LOW
PKG-008306,372.66,WH-018,LOW
PKG-008307,35.88,WH-046,STANDARD

PKG-008308,253.61,,STANDARD
PKG-008309,91.65,WH-066,STANDARD
PKG-008310,428.96,WH-081,URGENT
 PKG-008311 ,N/A,WH-077,LOW
PKG-008312,153.99,WH-092,EXPRESS
PKG-008313,385.64,WH-062,STANDARD
pkg-008314,454.77,WH-096,LOW
PKG-008315,470.88,WH-099,LOW
PKG-008316,325.01,WH-077,URGENT
PKG-008317,253.65,WH-049,STANDARD
PKG-008318,88.49455462976321kg,WH-091,LOW
PKG-008319,193.25,WH-025,URGENT
PKG-008320,361.53,WH-029,low
PKG-008321,120.63,WH-093,LOW
PKG-008322,174.32,wh-097,LOW
 PKG-008323 ,80.29,WH-092,LOW
PKG-008324,39.74,WH-086,LOW

PKG-008325,100.69,WH-055,STANDARD
PKG-008326,4.04,WH-058,URGENT
PKG-008327,178.39,WH-028,URGENT
PKG-008328,440.35,WH-080
PKG-008329,60.76,WH-066,LOW
PKG-008330,117.96,WH-047,LOW
PKG-008331,158.68,WH-061,URGENT
PKG-008332,270.14,WH-068,LOW
PKG-008333,148.01,WH-044,STANDARD
PKG-008334,149.36,WH-052,LOW
pkg-008335,401.88,,LOW
PKG-008336,99.68,WH-023,STANDARD
PKG-008337,187.91,WH-099,STANDARD
PKG-008338,193.99,WH-065, STANDARD 
 PKG-008339 ,47.26,WH-022,STANDARD
PKG-008340,308.27,WH-071,URGENT
 PKG-008341 ,485.75,WH-033,URGENT
PKG-008342,191.88,WH-078,URGENT
PKG-008343,348.56,WH-062,STANDARD
PKG-008344,422.53,WH-010,LOW
PKG-008345,276.11,WH-004,STANDARD
PKG-008346,462.47,WH-046,URGENT
PKG-008347,403.03,WH-050,STANDARD
PKG-008348,228.66,WH-076,LOW
PKG-008349,213.39,wh-092,LOW
PKG-008350,25.09,,LOW
 PKG-008351 ,385.33,WH-013,
PKG-008352,492.97,WH-036,LOW
PKG-008353,22.92,WH-041,STANDARD
PKG-008354,115.80,WH-054,LOW
PKG-008355,159.17,WH-006,URGENT
PKG-008356,331.8162652377468kg,WH-084,URGENT
pkg-008357,353.92,wh-057,URGENT
PKG-008358,379.28,wh-069,STANDARD
PKG-008359,56.77,WH-091,STANDARD
PKG-008360,,,LOW
,393.68, WH-094 ,STANDARD
PKG-008362,411.90, WH-004 ,STANDARD
PKG-008363,256.26,WH-078,LOW
PKG-008364,19.48,WH-089,STANDARD
PKG-008365,326.06,WH-023,LOW
PKG-008366,17.00,WH-096,STANDARD
PKG-008367,219.16,WH-014,LOW
pkg-008368,325.54,WH-029,standard
PKG-008369,260.87,WH-035,LOW
PKG-008370,84.81,WH-048,VIP
pkg-008371,463.31,WH-039,STANDARD
PKG-008372,353.17,WH-041,LOW
PKG-008373,430.84,WH-011,URGENT
PKG-008374,84.37,WH-004,urgent
PKG-008375,231.20,WH-022,STANDARD
PKG-008376,426.73,WH-041,LOW
PKG-008377,74.82,WH-035,LOW
PKG-008378,384.97,wh-050,STANDARD
PKG-008379,3.29,WH-009,STANDARD

PKG-008380,251.70,WH-095,LOW
PKG-008381,218.61, WH-041 ,LOW
PKG-008382,151.69,WH-035,LOW
PKG-008383,42.17,WH-028,STANDARD
PKG-008384,178.18,WH-088,STANDARD
PKG-008385,173.06,WH-080,LOW
PKG-008386,133.03,WH-062,LOW
PKG-008387,395.75,WH-027,LOW
PKG-008388,268.85,WH-070,URGENT
PKG-008389,331.15,WH-056,LOW
PKG-008390,155.77,WH-093,LOW
PKG-008391,323.14,WH-046,URGENT
PKG-008392,281.91,WH-096,URGENT
PKG-008393,384.92,WH-051,LOW
PKG-008394,450.51565354650563kg,WH-056,low
PKG-008395,261.63,WH-046, CRITICAL 
PKG-008396,102.88,WH-014,low

PKG-008397,244.07,WH-024,STANDARD
PKG-008398,425.59,WH-032,STANDARD
PKG-008399,107.03,WH-031,STANDARD
PKG-008400,339.44,WH-040,LOW
 PKG-008401 ,null,WH-017,STANDARD
PKG-008402,122.43,WH-051,STANDARD

PKG-008403,229.80,WH-089,URGENT
PKG-008404,335.73,WH-087,STANDARD
PKG-008405, 329.1375363246644 ,WH-044,URGENT
PKG-008406,308.67,WH-023,STANDARD
PKG-008407,391.60,WH-057,low
PKG-008408,36.13,wh-020,LOW
PKG-008409,392.77,WH-053,STANDARD
PKG-008410,324.83,WH-049,STANDARD
PKG-008411,161.29,WH-093,LOW
pkg-008412,77.99,WH-064,LOW
PKG-008413,436.51,WH-003,STANDARD
PKG-008414,147.31,WH-011,LOW
PKG-008415,111.36,WH-094,STANDARD
PKG-008416,287.37,WH-016,LOW
PKG-008417,118.69,,URGENT
PKG-008418,244.43,WH-013,URGENT
 PKG-008419 ,306.82,WH-006,STANDARD
,418.26,WH-078,STANDARD
PKG-008421,364.54,WH-094,STANDARD
PKG-008422,438.43,WH-083, STANDARD 
PKG-008423,136.76,WH-018,STANDARD
PKG-008424,258.61,WH-022
,67.28,WH-028,URGENT
, 324.07661930390026 ,WH-052,URGENT
PKG-008427, 489.55757081650785 ,WH-021,STANDARD
PKG-008428,88.73,WH-073,STANDARD
PKG-008429,88.00,wh-019,STANDARD
PKG-008430,104.85,WH-062,CRITICAL
PKG-008431,171.81,WH-069,STANDARD
PKG-008432,18.07,WH-042,LOW
pkg-008433,110.84,WH-002,LOW
PKG-008434,151.67,WH-006,LOW
PKG-008435,366.50,WH-017,STANDARD
PKG-008436,446.72,WH-030,LOW
PKG-008437,363.88,WH-053,STANDARD,
PKG-008438,24.99549440172825kg,WH-005, STANDARD 
PKG-008439,304.58, WH-080 ,URGENT
PKG-008440,200.55,WH-023,LOW
PKG-008441,461.65,WH-100,LOW
PKG-008442,65.23, WH-070 , STANDARD 
PKG-008443,423.88,WH-054,LOW
 PKG-008444 ,255.99,WH-053,URGENT,
PKG-008445,null,WH-096,URGENT
PKG-008446,87.50,WH-080,
pkg-008447,424.45,wh-029
PKG-008448,239.90,WH-063, STANDARD 
PKG-008449,430.49,WH-075,URGENT
 PKG-008450 ,210.47,WH-002,URGENT
PKG-008451,328.94,WH-023,STANDARD
PKG-008452,469.55,WH-097,STANDARD
PKG-008453,223.02,WH-033,URGENT
PKG-008454,128.21,wh-031,URGENT
PKG-008455,221.45,WH-068
PKG-008456,77.41,wh-060,LOW
PKG-008457,166.70,WH-082,URGENT
PKG-008458,467.23,WH-043,NONE
